1000,31,4,2.023513
1000,31,37,1.02876
1000,31,360,2.155332
4000,31,4,2.081197
4000,31,37,1.311677
4000,31,360,3.565587
7000,31,4,2.202294
7000,31,37,1.779617
7000,31,360,7.391356
10000,31,4,2.397957
10000,31,37,2.575547
10000,31,360,15.02937
13000,31,4,2.660394
13000,31,37,4.738627
13000,31,360,23.862857
16000,31,4,3.009416
16000,31,37,6.017281
16000,31,360,35.102104
19000,31,4,3.430726
19000,31,37,7.851926
19000,31,360,47.794099
22000,31,4,3.860438
22000,31,37,9.526929
22000,31,360,63.619552
1000,29,4,2.018666
1000,29,37,2.033143
1000,29,360,2.175421
4000,29,4,2.078413
4000,29,37,1.280738
4000,29,360,4.255553
7000,29,4,2.208358
7000,29,37,1.822479
7000,29,360,8.782549
10000,29,4,2.407354
10000,29,37,3.661625
10000,29,360,15.905532
13000,29,4,2.678229
13000,29,37,4.790528
13000,29,360,25.377818
16000,29,4,3.013438
16000,29,37,6.30783
16000,29,360,36.428893
19000,29,4,3.54585
19000,29,37,8.037736
19000,29,360,50.940263
22000,29,4,3.921311
22000,29,37,9.015871
22000,29,360,67.952184
1000,27,4,2.019054
1000,27,37,2.036329
1000,27,360,2.179962
4000,27,4,2.080842
4000,27,37,2.297685
4000,27,360,3.393963
7000,27,4,2.214687
7000,27,37,2.871721
7000,27,360,9.263905
10000,27,4,2.41185
10000,27,37,3.761679
10000,27,360,16.843877
13000,27,4,2.762457
13000,27,37,4.957265
13000,27,360,26.871124
16000,27,4,3.049296
16000,27,37,6.495725
16000,27,360,38.650269
19000,27,4,3.571095
19000,27,37,8.400128
19000,27,360,55.257103
22000,27,4,3.981136
22000,27,37,9.49299
22000,27,360,73.337457
1000,25,4,2.018565
1000,25,37,1.031734
1000,25,360,1.17619
4000,25,4,2.083406
4000,25,37,2.316766
4000,25,360,4.589966
7000,25,4,2.222523
7000,25,37,1.928325
7000,25,360,9.778482
10000,25,4,2.429014
10000,25,37,3.866211
10000,25,360,17.778682
13000,25,4,2.719962
13000,25,37,5.148959
13000,25,360,28.814741
16000,25,4,3.093156
16000,25,37,6.788289
16000,25,360,41.641323
19000,25,4,3.555859
19000,25,37,8.919779
19000,25,360,57.988504
22000,25,4,4.069494
22000,25,37,11.114597
22000,25,360,78.82698
1000,23,4,2.01922
1000,23,37,2.036048
1000,23,360,2.226557
4000,23,4,2.08581
4000,23,37,2.338916
4000,23,360,4.794187
7000,23,4,2.23205
7000,23,37,3.006168
7000,23,360,10.482907
10000,23,4,2.457387
10000,23,37,4.015213
10000,23,360,19.265482
13000,23,4,2.768085
